num_classes,margin,scale,avg_angle
7,0.4991641660703783,64,90.91586940047435
7,0.4991641660703783,64,95.09143724766994
7,0.4991641660703783,64,98.3863888051758
7,0.4991641660703783,64,102.67150605646923
7,0.4991641660703783,64,90.31776339523466
7,0.4991641660703783,64,101.60062118707043
7,0.4991641660703783,64,95.4095942893983
7,0.4991641660703783,64,91.96574460798618
7,0.4991641660703783,64,92.66240341275997
7,0.4991641660703783,64,97.1759973219795
7,0.4991641660703783,64,94.58241056958558
7,0.4991641660703783,64,94.65982393363849
7,0.4991641660703783,64,98.73940030223874
7,0.4991641660703783,64,96.50218549997939
7,0.4991641660703783,64,90.9162655514462
7,0.4991641660703783,64,99.11290236681171
7,0.4991641660703783,64,93.34868716018451
7,0.4991641660703783,64,92.52665340300597
7,0.4991641660703783,64,94.09075989274972
7,0.4991641660703783,64,96.67139660647729
7,0.4991641660703783,64,95.77151918332811
7,0.4991641660703783,64,93.83516055362949
7,0.4991641660703783,64,96.80608793690995
7,0.4991641660703783,64,96.31264775051154
7,0.4991641660703783,64,94.12171431006821
7,0.4991641660703783,64,88.36238951888674
7,0.4991641660703783,64,96.63095505640165
7,0.4991641660703783,64,96.35265899866948
7,0.4991641660703783,64,91.90008599949485
7,0.4991641660703783,64,95.10028917283428
7,0.4991641660703783,64,94.24540903593714
7,0.4991641660703783,64,97.44535266208811
7,0.4991641660703783,64,94.46840105195972
7,0.4991641660703783,64,97.29215151900473
7,0.4991641660703783,64,88.44528069465402
7,0.4991641660703783,64,97.30411118024142
7,0.4991641660703783,64,93.83990070491349
7,0.4991641660703783,64,94.12523868767994
7,0.4991641660703783,64,85.65366626765392
7,0.4991641660703783,64,92.95621766028641
7,0.4991641660703783,64,96.39997854923932
7,0.4991641660703783,64,92.47608951258036
7,0.4991641660703783,64,98.16643622333387
7,0.4991641660703783,64,92.09068925847322
7,0.4991641660703783,64,95.39309938255272
7,0.4991641660703783,64,92.37772112815384
7,0.4991641660703783,64,92.55349604644411
7,0.4991641660703783,64,99.32538272170163
7,0.4991641660703783,64,88.55648983472017
7,0.4991641660703783,64,83.36124304633336
7,0.4991641660703783,64,100.38021664655089
7,0.4991641660703783,64,96.95285504179517
7,0.4991641660703783,64,88.68713769316416
7,0.4991641660703783,64,100.64606126942613
7,0.4991641660703783,64,91.36075377206313
7,0.4991641660703783,64,91.19750542071066
7,0.4991641660703783,64,91.51912536834821
7,0.4991641660703783,64,95.38591402354587
7,0.4991641660703783,64,89.57834077606744
7,0.4991641660703783,64,84.67441521616001
7,0.4991641660703783,64,91.49677698938393
7,0.4991641660703783,64,94.19675076828997
